age,job,education,balance,day,month,duration
43,10,2,0,18,10,464
37,4,2,108,4,6,262
39,6,1,0,23,8,210
29,9,1,110,13,0,1036
35,10,1,2080,14,0,266
33,4,2,0,17,0,378
26,1,1,-36,3,6,482
26,7,1,335,29,4,393
34,3,0,87,15,8,139
40,4,2,1308,3,3,1776
26,9,2,4130,28,4,104
50,2,1,78,4,6,143
45,1,0,360,20,6,98
61,5,0,3624,25,9,342
52,9,2,2557,8,5,340
45,6,1,396,28,1,238
58,4,2,1318,16,5,184
28,4,2,187,9,6,206
56,4,2,505,5,8,221
46,10,2,44,14,1,225
36,9,1,3579,14,1,308
55,1,0,1187,2,6,193
59,4,2,2239,20,1,377
40,7,1,3164,3,0,329
39,10,1,2245,21,9,749
33,1,1,58,16,8,144
31,8,2,307,20,9,597
52,9,2,7,5,8,175
28,1,1,1137,6,3,129
44,9,1,314,12,1,18
50,1,0,3764,9,11,214
26,1,1,1006,14,8,667
46,10,1,594,4,3,197
55,4,3,1504,22,8,338
50,0,1,706,6,1,1250
32,9,1,230,18,8,442
31,9,2,13711,20,9,1532
47,4,2,255,30,5,802
33,4,2,1412,19,1,480
30,4,2,199,28,5,131
58,5,2,1411,13,8,425
32,7,1,2615,19,9,853
69,5,0,2398,12,0,161
23,7,1,870,6,5,316
48,4,2,2263,29,5,874
33,0,2,205,1,5,156
29,10,0,1374,14,8,1205
58,9,1,99,22,11,396
47,2,1,318,4,1,299
30,4,2,3384,4,6,578
31,4,2,477,21,9,77
60,3,3,491,14,1,503
27,4,0,13,30,4,475
30,4,2,232,15,0,141
36,6,2,1240,31,5,812
33,0,2,2,29,4,132
42,3,0,1371,18,6,125
24,1,1,174,18,8,487
25,1,0,52,24,6,528
24,1,1,685,26,8,896
24,1,1,-203,12,6,465
25,0,1,2816,30,0,327
54,4,2,487,21,8,828
33,0,1,95,30,0,335
25,8,1,1957,24,6,1207
31,9,3,14533,16,6,245
47,4,1,2892,17,6,556
29,1,1,7863,14,8,1129
29,9,2,615,18,8,373
31,0,1,690,4,8,10
33,4,2,7084,27,1,512
29,0,1,488,4,6,105
32,0,1,684,14,8,607
45,4,2,81,30,5,61
27,1,1,0,17,5,444
60,6,1,0,6,6,97
35,4,2,0,25,1,81
62,3,2,1528,14,0,496
35,1,1,674,30,8,274
45,7,1,608,7,8,1135
38,9,2,4383,4,3,1381
31,7,1,28,8,8,101
50,4,2,1200,14,1,904
33,4,2,131,12,10,209
29,4,2,16,16,5,605
38,1,0,0,12,6,49
32,4,2,6138,29,5,519
42,0,1,0,7,8,229
37,4,2,393,14,8,567
39,0,1,3047,11,8,279
38,4,2,385,28,10,154
31,4,2,354,21,0,242
49,4,2,64,11,6,586
54,9,1,3994,20,10,595
33,1,1,-14,14,8,223
34,2,2,262,20,9,371
52,9,1,137,6,5,227
26,0,0,-122,23,6,670
40,1,0,-388,4,8,195
46,4,1,0,27,1,763
40,0,1,1597,30,8,633
34,2,0,7279,12,8,882
46,4,2,349,15,3,295
42,6,1,1216,23,0,296
68,5,1,1146,16,9,212
59,4,2,2239,22,8,431
31,9,1,846,26,8,405
50,1,0,-37,12,8,78
58,10,1,18,31,5,70
32,9,2,4665,21,8,860
43,4,1,693,5,8,124
43,4,2,3518,15,6,181
33,1,3,129,30,0,482
38,0,1,1767,12,9,893
46,10,1,16397,18,9,641
25,9,1,1231,27,3,412
37,0,2,1000,17,7,195
58,4,2,3864,15,5,815
55,5,2,357,11,1,526
28,0,2,1104,28,5,73
32,1,3,258,18,8,291
31,9,2,3382,30,0,739
31,4,2,115,17,7,187
32,6,2,1249,19,9,472
53,9,2,476,28,4,160
38,9,1,1685,5,8,185
44,10,1,522,7,0,411
58,1,1,381,11,9,79
38,4,2,980,3,6,662
48,4,3,549,6,8,427
31,4,2,414,16,5,241
62,4,1,1128,2,11,236
34,9,1,692,20,8,254
53,1,0,4401,11,1,254
66,3,0,1230,17,2,726
39,4,2,1968,21,9,648
27,11,3,326,22,3,326
61,5,1,3114,13,9,381
39,4,2,208,20,1,170
35,4,2,0,11,3,391
58,0,1,145,29,5,616
58,4,2,5037,18,9,1437
48,1,0,363,18,6,257
31,7,1,505,11,5,773
36,7,1,0,30,5,843
31,10,0,406,4,3,736
38,6,2,1612,8,8,423
30,4,2,697,28,0,545
36,4,2,0,23,10,140
53,9,1,284,1,6,781
27,7,1,202,8,5,212
41,1,1,3,31,5,228
42,9,2,2611,25,6,300
46,9,1,2149,15,0,282
33,4,2,5,7,1,12
34,4,2,3031,14,1,94
45,6,2,963,12,8,528
47,9,1,335,17,3,226
29,1,1,16,12,8,197
30,9,1,776,30,0,861
26,4,2,390,7,1,325
25,8,1,154,2,11,382
39,9,1,1,26,8,506
34,4,2,2374,18,6,270
67,5,2,443,18,1,441
47,4,1,1144,29,4,324
40,9,1,-496,28,5,22
40,9,1,0,26,5,105
43,4,2,388,8,8,2087
40,0,1,985,4,6,592
37,9,2,147,7,8,416
42,1,1,-755,2,6,312
34,9,1,563,29,1,32
31,0,1,941,8,0,213
31,1,1,2591,20,9,55
59,9,1,259,18,7,224
47,9,1,321,4,5,111
58,10,2,2094,1,6,161
56,4,0,-155,17,9,282
34,4,2,757,18,1,37
43,4,2,2640,21,9,314
56,1,1,249,29,8,791
41,9,1,-329,5,3,13
29,0,1,1277,20,5,165
76,5,0,1492,3,9,383
29,7,2,6,28,8,143
53,1,0,2656,30,8,1980
34,1,1,4622,20,8,217
42,1,0,301,17,5,1175
64,5,1,466,18,10,526
45,1,0,594,29,8,833
39,1,1,11854,15,8,15
52,0,1,484,6,8,128
33,0,2,146,22,10,380
31,4,2,4328,12,10,203
52,4,1,173,23,8,48
54,4,2,4393,16,8,1297
38,7,1,1313,17,6,33
23,8,2,113,17,9,266
27,9,1,0,8,5,732
46,3,0,312,25,5,137
31,0,1,0,17,0,188
34,0,0,0,14,8,1020
44,0,1,1534,7,1,166
24,4,2,1506,12,6,239
62,5,1,1495,13,10,896
27,8,1,538,18,2,170
58,9,1,589,10,3,511
51,1,1,568,4,6,37
49,4,2,5689,31,1,470
28,9,1,227,30,0,278
81,5,0,5220,13,9,135
74,5,1,3771,16,0,159
31,0,1,212,18,5,191
66,5,1,2326,18,3,232
61,0,3,4629,27,4,181
60,4,2,1034,7,1,231
46,9,1,3455,14,8,566
29,7,1,1386,28,8,166
54,9,0,3067,29,5,222
41,4,2,0,11,1,1242
42,0,1,241,15,8,1012
48,7,1,127,8,5,117
37,1,1,133,11,8,1388
42,9,1,-197,6,1,66
37,9,1,177,16,5,464
55,5,2,2929,16,6,556
31,9,1,863,3,3,146
34,1,3,568,25,5,256
30,4,2,2994,26,7,156
60,4,2,73,8,1,243
37,4,2,393,12,1,62
30,9,2,569,27,1,976
40,4,2,402,30,8,243
35,9,1,518,30,0,616
24,9,1,-126,13,8,382
32,4,1,1088,6,0,317
48,4,2,399,7,1,126
36,9,1,0,21,5,193
55,5,2,357,30,0,878
26,10,1,632,12,1,312
41,1,1,2039,8,8,729
33,0,2,475,7,8,1046
31,11,1,111,21,9,504
46,3,1,271,30,5,1013
29,9,1,273,4,3,2775
33,3,2,1107,18,7,201
39,9,2,861,20,6,32
44,0,1,10905,19,1,240
67,0,0,1093,8,5,64
51,1,1,0,5,8,173
33,9,2,154,18,7,159
34,4,2,13014,12,3,637
43,3,0,24,31,5,35
43,10,1,210,12,8,88
36,7,1,4721,9,6,150
66,5,2,3,6,1,550
71,5,0,3230,24,8,341
40,4,2,2763,2,5,566
22,8,0,3472,20,10,332
49,1,0,3,9,5,1439
30,9,1,-754,26,8,974
65,4,2,2756,23,11,1353
25,1,0,-221,23,8,250
40,0,1,782,21,2,94
37,9,1,0,18,6,236
28,1,2,1984,4,8,32
31,1,0,68,8,8,226
57,10,2,209,19,6,453
38,9,2,508,12,1,1103
63,4,2,3115,16,9,432
31,0,1,-422,18,8,64
80,5,1,173,2,1,87
32,1,1,232,13,2,232
57,5,1,1044,12,5,567
26,0,1,586,12,8,215
46,2,1,131,20,0,69
80,5,1,1610,12,1,71
29,1,0,-235,22,5,189
52,4,2,-803,7,1,131
30,9,2,526,26,6,677
59,3,0,235,13,1,119
51,4,2,119,5,6,112
44,4,2,-411,2,6,432
32,9,1,255,25,1,63
46,0,1,70,27,7,229
34,9,1,0,28,1,195
43,6,1,347,19,9,1468
57,9,2,-1,14,8,850
35,0,1,907,2,5,97
36,9,2,1327,29,10,174
56,4,3,4623,25,3,305
27,4,2,1720,3,9,284
54,4,0,366,15,8,589
26,8,3,198,5,3,161
59,5,1,1723,19,6,70
28,6,1,-522,18,8,638
51,4,2,4917,23,0,113
60,9,1,824,9,3,127
33,9,2,258,12,7,80
46,0,1,0,20,0,239
37,9,3,189,16,6,162
33,4,2,2885,5,1,1051
49,1,0,239,22,1,90
47,1,0,193,29,1,171
30,8,1,1681,7,2,329
76,5,0,3324,13,1,227
51,9,2,0,7,8,662
35,10,1,127,14,9,162
30,0,1,69,17,0,997
33,4,2,55,30,0,526
41,1,1,720,24,5,651
32,1,1,333,8,8,501
69,5,0,324,4,3,136
35,0,1,0,7,5,480
63,5,1,2896,1,5,304
48,3,1,513,28,5,939
36,4,2,3874,25,1,425
32,4,2,71,2,3,75
46,9,1,1,26,8,200
44,0,1,205,3,9,289
60,5,0,414,8,8,395
58,5,2,499,29,4,181
36,4,2,495,5,1,157
49,9,0,486,7,5,229
31,10,2,140,7,8,11
56,1,0,3021,9,6,419
33,9,2,469,26,1,158
35,2,2,145,18,5,799
45,6,2,-497,15,8,217
34,0,1,846,17,0,758
28,6,2,5215,2,6,673
33,4,2,1859,30,4,1169
32,0,1,752,6,8,519
37,9,1,2707,16,5,109
44,4,2,2367,22,11,263
27,1,1,294,28,8,694
52,4,2,7192,4,1,1486
36,9,1,1368,1,6,516
54,2,3,4736,6,0,475
30,4,2,415,6,8,984
32,4,2,312,17,3,232
29,1,1,234,8,8,139
55,11,1,1157,12,5,289
44,1,1,294,19,8,66
56,5,0,1947,2,7,225
44,4,2,126,13,8,92
25,8,1,331,26,1,170
35,9,1,2201,12,0,350
43,1,0,8,7,5,245
28,9,1,922,7,0,304
41,7,0,450,14,8,374
26,1,1,2669,16,0,242
28,7,1,217,9,3,379
44,0,1,733,4,2,360
56,4,2,2037,6,8,160
37,4,2,2283,6,8,243
59,0,1,1525,29,5,90
33,0,2,235,18,8,525
33,7,1,387,7,0,327
42,1,0,402,13,8,31
27,0,1,16,3,3,54
42,1,0,-67,9,8,128
27,8,1,67,14,9,239
50,1,0,9301,7,5,136
44,2,2,624,14,1,552
45,4,1,237,21,9,526
26,0,1,2509,19,3,654
46,0,1,2196,28,5,573
50,6,2,13,20,0,76
30,1,0,185,26,6,11
27,7,1,955,23,0,206
70,5,1,0,27,10,258
37,4,2,33,12,7,186
33,1,3,-274,17,0,715
79,5,1,723,9,11,276
36,7,1,-253,14,0,1073
34,1,0,3527,21,9,1022
57,0,0,215,17,5,210
42,4,1,-34,5,3,176
48,4,2,1167,26,4,122
35,9,2,5301,21,9,937
33,7,1,327,7,8,109
35,1,1,257,14,8,186
43,9,1,34,30,5,29
30,9,1,4,8,8,17
30,4,2,1567,12,1,1133
37,7,1,1045,17,7,406
42,4,2,36,21,9,664
32,1,1,328,20,8,132
30,4,2,265,26,8,45
30,4,2,565,26,10,104
33,9,2,8023,30,9,107
60,0,1,-396,11,8,443
48,4,2,148,12,1,152
50,4,2,2366,28,4,816
54,9,2,118,5,0,280
31,2,2,1216,8,1,150
28,8,2,22,15,8,536
60,5,1,143,30,4,345
53,9,1,1982,27,9,160
31,1,1,0,18,5,913
42,1,3,0,26,8,270
48,4,2,2266,18,9,676
33,8,3,1170,30,0,352
36,4,2,928,20,0,239
43,9,1,0,19,1,313
45,0,1,231,18,6,151
33,1,1,379,16,6,263
32,1,0,-94,11,8,308
35,2,1,1163,20,8,284
42,4,2,223,6,1,92
30,9,1,1165,4,6,204
38,0,1,2600,19,9,67
51,4,2,346,12,9,134
38,8,3,0,8,5,341
35,6,2,2427,12,5,210
70,5,0,2346,24,3,694
30,9,2,655,6,10,384
59,7,1,739,14,4,408
41,1,1,140,3,6,96
29,1,0,-382,28,5,35
33,2,1,135,17,0,114
49,9,1,-74,19,9,114
32,1,1,400,4,8,268
41,4,2,15,20,6,13
71,5,1,0,26,3,771
35,7,1,377,31,5,30
26,0,2,313,26,3,210
48,4,2,17964,1,11,120
56,1,1,316,19,8,27
49,4,2,735,13,8,50
30,10,2,330,3,5,264
36,1,1,1049,14,8,224
25,8,3,277,27,8,311
51,0,1,1994,18,6,771
31,4,2,5691,21,9,37
46,9,2,0,6,6,159
34,1,1,-745,11,5,131
33,9,1,2,7,8,600
41,7,1,1319,11,8,305
59,3,0,88,28,5,63
28,1,1,-470,7,8,275
34,1,1,1464,28,1,207
30,9,1,3144,19,8,212
34,7,1,-701,11,8,610
52,4,1,0,27,8,62
61,5,0,197,17,3,113
51,1,1,700,8,1,237
33,10,1,2066,9,11,305
26,7,1,209,22,5,319
45,9,1,44,5,8,95
34,0,2,69,4,1,120
47,0,1,1358,14,8,80
26,7,1,1445,23,10,171
40,9,2,206,23,0,499
72,5,0,4657,22,2,305
41,0,1,6046,14,11,185
41,0,1,90,15,8,77
47,10,1,4819,18,9,144
40,1,0,-66,6,8,288
47,3,1,582,13,1,73
31,0,1,54,21,9,226
37,4,2,340,11,1,90
32,3,2,10,2,6,658
46,1,0,369,13,8,916
33,7,2,1595,26,8,296
31,4,1,453,9,8,384
26,4,2,222,26,0,192
47,9,1,293,3,7,499
35,8,1,188,5,8,863
31,1,1,435,21,8,204
39,1,1,33,29,4,593
39,7,1,117,18,8,1032
32,0,1,51,14,4,203
30,0,1,0,4,11,316
47,0,2,12276,20,6,77
49,0,2,228,2,7,368
44,9,1,0,30,8,243
49,4,2,234,22,1,55
37,4,2,8828,12,6,1010
27,8,3,468,4,3,270
40,4,0,738,2,0,399
31,9,2,208,12,1,1344
48,1,1,238,2,6,118
34,4,2,105,6,8,314
42,1,0,784,28,0,428
51,11,3,2642,29,5,52
45,4,2,1300,30,5,135
39,7,1,52,2,3,1420
36,4,2,393,30,0,555
72,5,1,951,12,7,229
27,1,1,419,4,6,1181
43,10,0,9,6,8,472
47,3,1,2524,12,10,105
37,7,1,775,25,5,1000
47,1,1,2787,11,1,479
41,7,3,88,11,8,105
50,1,1,881,20,0,162
51,3,0,618,4,3,69
48,9,1,0,30,8,682
37,9,1,3326,21,8,799
39,4,1,2644,19,1,192
53,0,3,257,11,5,1310
60,1,1,0,29,8,1207
50,6,1,10052,13,1,665
33,9,1,72,6,8,623
34,4,2,48,12,1,810
49,1,0,-232,11,1,106
37,7,1,775,14,1,150
42,4,2,976,19,1,164
27,0,1,3415,9,10,266
81,5,0,949,27,11,188
53,2,2,1961,15,2,351
42,1,0,1556,8,5,113
43,4,2,1696,26,1,257
30,2,1,-346,22,5,88
34,7,1,-315,8,8,56
51,9,1,1327,7,5,21
35,4,2,243,12,8,102
26,8,1,5296,5,7,229
26,8,1,0,5,8,610
49,9,3,350,28,4,91
42,1,1,351,16,8,76
32,9,1,211,29,8,230
26,1,1,82,9,8,654
55,0,1,1693,10,1,247
53,5,2,7132,13,1,88
51,1,2,7816,12,8,76
60,5,2,979,15,5,346
29,7,1,271,20,8,1882
57,5,2,1269,31,1,1120
59,1,1,-918,16,6,253
27,9,1,2183,21,8,857
26,0,2,760,4,7,456
46,4,1,0,18,9,1855
32,4,2,222,15,5,820
39,4,2,1836,6,1,902
29,4,2,0,13,8,155
69,5,3,426,10,11,211
20,8,0,6991,12,1,178
26,9,1,223,21,5,1002
32,4,2,376,23,7,248
36,4,2,1582,3,3,26
53,10,1,582,8,8,96
28,1,1,751,22,5,598
30,9,1,9645,26,1,130
29,0,1,27,6,8,754
42,4,2,4,8,8,579
28,4,2,437,5,8,338
37,0,2,1000,15,6,322
22,6,1,2138,10,1,164
43,7,1,5571,9,6,149
39,4,2,0,12,8,561
46,7,0,116,18,8,267
30,4,1,4642,21,9,528
24,8,2,3415,27,0,97
78,5,3,4807,3,3,892
55,9,2,0,18,1,237
49,4,2,3842,5,0,163
31,4,2,30,8,1,161
39,1,0,-176,9,5,176
38,4,2,0,28,1,77
47,1,1,820,18,4,262
39,9,1,1965,2,6,65
39,4,1,1585,30,4,82
57,4,2,1410,10,5,185
40,9,2,1175,14,0,184
35,4,2,859,19,9,1554
53,7,0,49,28,8,152
40,0,0,189,27,8,160
47,0,1,298,11,8,183
53,6,0,6,27,8,233
40,1,1,0,16,8,167
36,4,2,6641,30,5,105
26,9,1,84,29,5,70
29,0,1,0,9,8,121
52,1,1,1027,23,5,59
34,7,1,89,15,8,1871
50,4,3,8345,27,3,194
42,0,1,437,11,1,120
57,4,3,0,13,8,95
34,4,2,3050,13,8,469
44,9,0,237,25,5,54
77,4,3,1780,23,0,361
43,9,1,310,29,8,291
36,9,1,556,18,9,154
73,5,2,459,17,3,281
39,4,2,1914,18,1,94
29,4,2,572,8,9,319
28,7,1,168,12,4,387
28,7,1,4,27,6,133
29,7,1,887,4,3,343
57,4,2,0,21,9,67
26,8,2,1134,21,0,464
34,4,2,500,29,8,399
37,1,0,240,11,8,259
41,7,1,804,20,8,127
55,7,2,606,18,9,114
62,5,1,1495,2,3,265
35,1,1,270,6,0,332
29,4,2,1387,18,8,256
24,7,1,-122,13,8,1000
50,4,2,810,4,6,510
49,1,1,0,9,5,625
59,4,2,287,20,0,818
40,1,0,0,21,5,1080
65,5,1,23421,2,3,432
44,0,1,777,18,8,517
31,4,2,147,9,6,163
43,0,1,56831,15,8,243
33,9,1,1968,20,0,1817
25,0,1,184,11,5,437
40,1,0,13,4,5,178
35,4,2,123,9,8,83
29,9,1,-13,14,8,512
47,1,0,4227,13,8,659
45,9,1,999,16,8,656
44,2,2,1631,17,9,81
60,5,0,364,6,8,631
49,0,1,2501,30,8,50
34,10,1,438,9,0,272
33,0,1,5,15,8,934
58,4,2,577,15,8,1244
74,5,1,4079,19,10,343
61,9,1,1191,21,8,214
61,5,0,3738,6,3,188
33,4,2,2364,17,8,508
43,9,1,-754,9,5,727
59,10,1,957,9,2,479
45,0,1,1097,2,3,174
29,1,1,580,17,0,1311
43,11,0,0,9,5,132
20,8,1,153,21,6,100
22,8,0,423,16,5,316
34,4,2,611,2,6,350
49,0,1,716,15,8,1257
54,4,1,1134,25,5,1330
32,0,1,200,1,11,729
32,1,1,320,6,8,198
43,1,0,3064,20,9,2453
34,4,2,188,5,8,399
49,1,0,408,12,1,559
36,1,1,1772,5,6,208
38,4,2,1746,21,8,139
27,2,2,139,15,5,448
40,0,1,1535,14,8,704
73,5,2,2575,17,1,152
33,1,0,863,13,8,622
36,1,0,2176,28,8,52
58,5,0,282,28,5,40
44,1,0,287,29,4,301
29,8,1,67,23,3,211
54,0,0,976,3,6,137
27,0,1,125,21,5,104
36,2,2,3407,9,6,993
39,4,2,224,2,5,194
36,1,1,561,9,6,198
31,4,2,1145,26,8,1272
30,9,2,655,26,0,212
37,9,2,0,23,5,366
53,9,1,392,28,4,70
38,4,2,427,6,8,17
40,7,1,-192,11,8,666
40,7,1,2346,16,6,182
36,10,1,1766,11,6,595
31,6,2,1657,28,4,872
59,9,1,2595,29,1,398
38,7,0,0,17,9,960
43,0,1,2271,10,9,524
34,9,2,2733,14,5,604
48,1,1,1230,13,8,328
60,9,1,316,4,8,545
28,9,1,6551,26,8,362
47,2,1,392,19,9,125
74,5,1,921,17,0,394
20,8,1,1819,9,0,245
28,9,1,-1042,6,6,712
29,9,1,477,11,8,58
44,3,0,-156,30,5,1211
49,1,1,2039,6,8,451
39,7,1,1179,25,8,284
56,5,1,878,20,6,123
47,0,1,70,5,0,144
43,0,1,817,21,9,51
49,9,1,-188,17,9,454
36,1,0,828,13,8,1512
46,4,0,3229,20,0,1550
56,5,1,415,22,1,158
35,9,2,3160,16,9,445
38,2,3,259,18,9,63
22,3,1,1796,28,6,369
41,10,1,1077,9,2,207
49,4,1,104,8,8,285
34,0,1,6979,15,8,14
32,4,2,1134,28,1,85
34,9,1,1026,12,9,319
55,4,2,0,18,1,309
54,11,3,390,20,1,68
32,9,2,240,14,5,86
71,5,2,14220,9,11,397
39,1,1,1403,11,8,214
34,1,3,129,16,9,295
31,0,1,431,20,8,1045
33,4,2,1909,8,1,191
34,9,2,674,7,1,587
29,4,2,1445,4,2,271
22,8,1,948,18,1,215
33,0,1,616,6,11,250
39,2,0,437,27,10,150
46,1,1,709,18,5,100
36,1,0,1503,19,9,138
32,4,2,62,13,9,45
46,0,1,660,6,1,740
56,4,2,2366,3,3,538
36,7,1,0,15,8,1002
50,4,2,299,17,9,666
31,6,2,84,6,1,157
52,4,3,2240,13,8,845
57,4,1,39,15,8,114
77,5,2,0,17,1,286
69,5,1,4572,27,10,146
29,1,1,228,5,3,355
43,1,1,576,13,8,148
21,8,2,1258,7,5,404
38,4,2,441,30,4,67
31,0,1,0,7,8,895
43,6,1,918,6,8,193
46,0,1,596,20,0,138
46,1,0,7934,19,8,123
30,4,2,13774,14,11,380
29,0,1,613,19,6,779
40,9,1,8379,12,6,52
26,6,1,551,8,5,531
57,9,1,3043,14,1,707
35,4,3,1128,4,6,457
36,9,1,368,6,8,1597
20,8,3,829,27,4,196
39,0,1,607,12,8,454
31,1,0,-537,21,5,1039
60,0,1,3547,15,6,351
59,4,1,1321,9,6,3881
47,4,2,0,19,1,213
39,4,1,120,12,6,66
53,10,0,980,3,2,352
28,0,1,1277,26,7,475
36,9,2,341,13,1,282
54,1,0,258,25,8,86
31,4,2,927,18,1,100
35,4,2,592,14,8,192
35,7,1,152,2,6,563
26,1,1,592,27,8,174
63,6,2,661,2,7,56
39,9,2,0,14,5,894
39,1,1,1307,31,10,158
38,1,1,2467,2,6,192
38,9,2,127,14,10,113
25,7,1,2311,21,5,1105
45,1,0,61,17,0,108
50,10,1,297,31,5,29
46,9,2,4414,18,1,504
25,8,3,2503,26,3,100
46,11,2,8564,2,1,397
36,1,0,2079,19,8,403
58,7,1,1667,6,8,85
35,4,2,354,9,3,117
59,5,0,363,30,0,400
56,6,2,0,19,9,122
48,7,1,-361,12,8,1062
51,9,3,573,14,8,231
18,8,3,3,25,1,130
59,4,3,3534,21,9,216
31,4,2,325,18,5,1139
67,5,0,942,6,9,455
39,0,1,1388,15,5,150
50,1,0,82,5,0,456
30,7,1,80,8,8,185
70,5,0,324,11,1,632
58,0,1,169,13,1,880
41,4,1,3096,24,5,273
26,1,0,102,16,8,46
43,4,1,107,28,10,135
59,5,1,-341,14,5,94
43,4,3,275,9,0,109
30,9,1,3096,11,1,272
65,5,1,2326,21,1,276
23,8,2,691,27,8,1178
39,7,1,91,3,11,213
32,4,2,2,11,11,100
31,1,0,292,30,8,30
25,6,1,1242,28,8,615
29,8,1,314,30,0,465
46,9,1,1353,18,1,528
39,4,2,1241,5,6,138
55,0,1,1633,11,4,210
25,9,2,640,13,8,492
37,4,2,1315,30,6,224
45,4,2,506,23,0,229
55,3,0,1537,19,6,359
38,4,2,6368,4,8,922
46,0,3,306,11,8,289
57,10,0,2743,29,4,89
35,9,1,294,9,7,301
54,9,1,10185,12,3,251
42,9,1,248,19,1,163
25,1,1,1243,10,5,1341
51,1,0,844,29,8,184
60,7,2,4256,16,1,239
27,6,2,270,27,8,470
56,1,0,0,16,5,1222
48,1,1,8982,14,8,628
35,9,1,15474,21,9,89
53,4,2,5261,25,5,1209
29,4,2,1026,12,9,226
59,5,0,3400,5,1,515
45,1,0,1558,6,8,179
54,9,1,224,5,1,134
30,7,1,495,21,9,641
28,8,1,0,18,3,209
33,9,2,34,28,1,13
39,7,1,1048,14,8,149
58,4,2,473,18,3,1109
48,0,3,3756,14,1,65
33,4,2,2071,8,1,106
31,4,2,0,4,8,108
33,4,2,23,20,1,216
51,4,2,-321,6,3,470
80,5,0,155,9,2,343
34,9,1,4943,19,9,117
41,1,1,356,14,8,90
32,9,1,-1,12,8,37
35,6,2,5462,2,9,188
36,4,2,2547,31,5,292
59,5,1,493,30,0,237
31,0,1,81,23,0,215
39,4,2,-17,28,1,908
42,0,1,947,30,5,158
62,3,2,1528,15,10,134
35,9,1,344,27,1,519
50,9,1,-298,6,3,68
41,9,1,2152,30,11,134
56,9,1,23,20,9,857
41,0,1,1967,18,8,115
30,1,1,1012,17,0,22
56,1,1,448,17,8,556
29,4,2,0,30,8,539
38,1,1,2998,11,6,91
43,4,1,51,2,3,430
52,6,1,385,26,1,96
40,0,1,221,13,8,154
52,1,1,1541,14,8,243
57,7,1,84,15,8,59
37,1,0,708,2,3,51
48,9,2,2328,27,1,129
38,4,2,676,15,8,59
29,9,1,706,18,8,1340
42,4,2,525,13,1,127
58,5,1,0,17,6,436
33,4,2,6807,21,10,512
32,4,2,787,11,1,72
49,6,2,503,6,3,310
31,4,2,2652,25,1,9
50,7,1,2376,24,11,395
35,9,0,744,7,0,1096
35,7,1,341,14,8,345
79,5,0,79,9,10,1106
53,9,1,1319,19,6,1318
32,1,1,2093,24,11,224
41,10,2,4517,20,9,137
37,0,1,1573,12,8,639
58,5,1,5435,6,8,118
34,1,1,-257,15,8,160
22,8,2,1161,16,6,119
63,2,1,3904,8,9,360
27,6,2,4574,12,1,187
29,4,2,318,18,8,1434
45,0,1,149,23,8,893
25,0,1,131,9,8,237
34,9,2,8029,14,1,593
33,7,1,406,5,3,61
45,9,1,1412,11,8,764
43,1,1,917,8,8,87
72,5,0,4657,23,7,255
34,9,1,652,18,5,50
43,1,1,3,9,8,929
31,4,2,424,7,1,224
40,7,1,49,18,5,191
46,4,2,2817,17,11,543
37,0,1,1396,22,5,199
30,4,2,1239,28,1,125
31,1,2,-35,20,9,952
30,0,1,186,13,8,390
37,10,1,48,31,5,40
28,10,2,482,25,8,119
34,9,1,2085,10,1,356
39,10,2,7,20,9,931
29,8,1,314,13,1,485
46,1,0,1085,15,8,523
40,1,1,3,19,9,998
36,4,2,649,16,5,237
36,0,1,449,20,6,136
48,4,2,0,19,3,204
49,1,0,-98,20,9,182
30,1,1,673,20,8,610
52,9,1,371,21,0,224
36,6,2,258,5,3,230
41,4,2,65,6,8,524
75,5,0,358,17,3,364
39,2,2,-172,15,8,562
57,7,1,0,6,1,355
35,4,2,648,30,5,674
41,1,1,196,13,8,488
31,1,1,0,9,8,133
21,10,1,1333,2,3,120
63,4,2,5112,13,9,2184
31,4,2,0,26,1,76
73,5,3,519,16,10,434
33,4,2,0,14,8,83
31,0,1,307,9,8,538
36,1,0,973,23,8,293
33,1,0,447,9,8,180
52,1,0,36,13,1,109
30,0,1,521,19,9,648
38,9,1,902,3,3,650
56,10,0,1110,4,3,945
49,4,2,300,21,5,316
34,4,2,2646,14,0,142
38,4,2,76,20,0,167
53,0,1,1796,15,2,476
60,0,1,473,5,3,175
41,9,1,0,29,1,141
53,4,2,12,27,1,345
30,4,2,398,27,10,102
28,3,2,19,17,0,149
31,0,1,131,15,6,151
26,4,2,1438,27,0,321
30,4,2,2995,18,9,329
67,5,1,2048,16,11,452
32,10,1,1026,13,8,289
26,9,2,15161,2,3,280
32,1,1,889,10,11,185
53,0,0,0,7,8,176
29,1,1,202,30,4,128
39,4,2,0,30,0,342
40,4,1,8486,6,8,260
36,9,1,0,28,1,8
46,4,2,273,18,7,910
31,4,2,0,14,8,117
38,4,2,1308,2,3,626
34,10,1,1965,4,8,714
46,4,2,624,18,7,420
56,4,2,722,19,3,134
52,9,1,337,8,8,247
25,9,1,4718,24,5,709
31,0,1,410,25,10,182
33,0,1,0,17,9,78
39,9,1,211,6,3,53
36,1,1,478,13,8,610
37,4,2,2672,11,1,549
30,0,1,1794,20,9,1035
31,4,2,1230,27,8,290
46,1,3,9328,5,8,725
55,0,1,602,4,3,390
61,1,0,5,6,1,562
